year,quarter,category_code,category_name,vendor,stuks,opp_ha
2017,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2017,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2018,Q1,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2018,Q2,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2018,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2018,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2019,Q1,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2019,Q2,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2019,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2019,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2020,Q1,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2020,Q2,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2020,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2020,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2021,Q1,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2021,Q2,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2021,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2021,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2022,Q1,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2022,Q2,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2022,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2022,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2023,Q1,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2023,Q2,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2023,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2023,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2024,Q1,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2024,Q2,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2024,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2024,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2025,Q1,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2025,Q2,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2025,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2025,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2026,Q1,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2026,Q2,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2026,Q3,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2026,Q4,200,200 - PAPRIKA GROEN,P  17 - GROBAR,0,24.0066
2013,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2013,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2013,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2013,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2014,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2014,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2014,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2014,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2015,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2015,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2015,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2015,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2016,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2016,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2016,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2016,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2017,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2017,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2017,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2017,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2018,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2018,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2018,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2018,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2019,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2019,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2019,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2019,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2020,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2020,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2020,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2020,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2021,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2021,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2021,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2021,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2022,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2022,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2022,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2022,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2023,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2023,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2023,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2023,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2024,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2024,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2024,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2024,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2025,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2025,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2025,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2025,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2026,Q1,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2026,Q2,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2026,Q3,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2026,Q4,201,201 - PAPRIKA ROOD,P  17 - GROBAR,0,24.0066
2013,Q1,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2013,Q2,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2013,Q3,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2013,Q4,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2014,Q1,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2014,Q2,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2014,Q3,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2014,Q4,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2015,Q1,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2015,Q2,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
2015,Q3,202,202 - PAPRIKA GEEL,P  17 - GROBAR,0,24.0066
